word,ipa,phonetic
adherent," ædˈhɪər ənt, -ˈhɛr- ","ad-HEER-uhnt, -HER-"
adhering, ædˈhɪər ɪŋ ,ad-HEER-ing
adhesion, ædˈhi ʒən ,ad-HEE-zhuhn
adhesive," ædˈhi sɪv, -zɪv ","ad-HEE-siv, -ziv"
adichie, əˈdɪtʃɪ ,
adieu," əˈdu, əˈdyu, aˈdyœ ","uh-DOO,uh-DYOO,a-DYŒ"
adipose, ˈæd əˌpoʊs ,AD-uh-pohs
adirondack, ˌæd əˈrɒn dæk ,ad-uh-RON-dak
adit, ˈæd ɪt ,AD-it
aditya, ˈɑ dɪt yə ,AH-dit-yuh
adivasi, ˈɑːdɪˌvɑːsɪ ,
adjacent, əˈdʒeɪ sənt ,uh-JEY-suhnt
adjectival, ˌædʒ ɪkˈtaɪ vəl ,aj-ik-TAHY-vuhl
adjective, ˈædʒ ɪk tɪv ,AJ-ik-tiv
adjoin, əˈdʒɔɪn ,uh-JOIN
adjoining, əˈdʒɔɪ nɪŋ ,uh-JOI-ning
adjourn, əˈdʒɜrn ,uh-JURN
adjourned, əˈdʒɜrnd ,uh-JURND
adjournment, əˈdʒɜrn mənt ,uh-JURN-muhnt
adjudicate, əˈdʒu dɪˌkeɪt ,uh-JOO-di-keyt
adjudicated, əˈdʒu dɪˌkeɪ tɪd ,uh-JOO-di-key-tid
adjudication, əˌdʒu dɪˈkeɪ ʃən ,uh-joo-di-KEY-shuhn
adjudicatory, əˈdʒu dɪk əˌtɔr i ,uh-JOO-dik-uh-tawr-ee
adjunct, ˈædʒ ʌŋkt ,AJ-uhngkt
adjust, əˈdʒʌst ,uh-JUHST
adjustable, əˈdʒʌs tə bəl ,uh-JUHS-tuh-buhl
adjusted, əˈdʒʌs tɪd ,uh-JUHS-tid
adjuster, əˈdʒʌs tər ,uh-JUHS-ter
adjustment, əˈdʒʌst mənt ,uh-JUHST-muhnt
adl, ˈeɪˈdiˈɛl ,EY-DEE-EL
adlai," ˈæd li, -leɪ, -laɪ ","AD-lee, -ley, -lahy"
adler," ˈæd lər, ˈɑd lər ","AD-ler,AHD-ler"
adman," ˈædˌmæn, -mən ","AD-man, -muhn"
admin," ædˈmɪn, ˈæd mɪn ","ad-MIN,AD-min"
administer, ædˈmɪn ə stər ,ad-MIN-uh-ster
administration, ædˌmɪn əˈstreɪ ʃən ,ad-min-uh-STREY-shuhn
administrative," ædˈmɪn əˌstreɪ tɪv, -strə- ","ad-MIN-uh-strey-tiv, -struh-"
administrator, ædˈmɪn əˌstreɪ tər ,ad-MIN-uh-strey-ter
admirable, ˈæd mər ə bəl ,AD-mer-uh-buhl
admiral, ˈæd mər əl ,AD-mer-uhl
admiralty, ˈæd mər əl ti ,AD-mer-uhl-tee
admiration, ˌæd məˈreɪ ʃən ,ad-muh-REY-shuhn
admire, ædˈmaɪər ,ad-MAHYUHR
admirer, ædˈmaɪər ər ,ad-MAHYUHR-er
admiring, ædˈmaɪər ɪŋ ,ad-MAHYUHR-ing
admissible, ædˈmɪs ə bəl ,ad-MIS-uh-buhl
admission, ædˈmɪʃ ən ,ad-MISH-uhn
admit, ædˈmɪt ,ad-MIT
admittance, ædˈmɪt ns ,ad-MIT-ns
admitted, ædˈmɪt ɪd ,ad-MIT-id
admittedly, ædˈmɪt ɪd li ,ad-MIT-id-lee
admonish, ædˈmɒn ɪʃ ,ad-MON-ish
admonished, ædˈmɒn ɪʃt ,ad-MON-isht
admonishment, ædˈmɒn ɪʃ mənt ,ad-MON-ish-muhnt
admonition, ˌæd məˈnɪʃ ən ,ad-muh-NISH-uhn
adnate, ˈæd neɪt ,AD-neyt
ado, əˈdu ,uh-DOO
adobe, əˈdoʊ bi ,uh-DOH-bee
adolescence, ˌæd lˈɛs əns ,ad-l-ES-uhns
adolescent, ˌæd lˈɛs ənt ,ad-l-ES-uhnt
adolf," ˈæd ɒlf, ˈeɪ dɒlf, ˈɑ dɔlf ","AD-olf,EY-dolf,AH-dawlf"
adonis," əˈdɒn ɪs, əˈdoʊ nɪs ","uh-DON-is,uh-DOH-nis"
adopt, əˈdɒpt ,uh-DOPT
adopted, əˈdɒptɪd ,
adoptee," ə dɒpˈti, ˌæd ɒp- ","uh-dop-TEE, ad-op-"
adopter, əˈdɑpt ər ,uh-DAHPT-er
adoption, əˈdɒp ʃən ,uh-DOP-shuhn
adoptive, əˈdɒp tɪv ,uh-DOP-tiv
adorable," əˈdɔr ə bəl, əˈdoʊr- ","uh-DAWR-uh-buhl,uh-DOHR-"
adorably, əˈdɔr əb li ,uh-DAWR-uhb-lee
adoration, ˌæd əˈreɪ ʃən ,ad-uh-REY-shuhn
adore," əˈdɔr, əˈdoʊr ","uh-DAWR,uh-DOHR"
adorn, əˈdɔrn ,uh-DAWRN
adorned, əˈdɔrnd ,uh-DAWRND
adornment, əˈdɔrn mənt ,uh-DAWRN-muhnt
adour," əˈdʊər, ɑˈdur ","uh-DOOR, ah-DOOR"
adp, ˈeɪˈdiˈpi ,EY-DEE-PEE
adrastus, əˈdræs təs ,uh-DRAS-tuhs
adrenal, əˈdrin l ,uh-DREEN-l
adrenaline," əˈdrɛn l ɪn, -ˌin ","uh-DREN-l-in, -een"
adrenergic, ˌæd rəˈnɜr dʒɪk ,ad-ruh-NUR-jik
adrian, ˈeɪ dri ən ,EY-dree-uhn
adriatic," ˌeɪ driˈæt ɪk, ˌæd ri- ","ey-dree-AT-ik, ad-ree-"
adrienne," ˈeɪ driˌɛn, -ən, a driˈɛn ","EY-dree-en, -uhn,a-dree-EN"
adrift, əˈdrɪft ,uh-DRIFT
adroit, əˈdrɔɪt ,uh-DROIT
adroitly, əˈdrɔɪt li ,uh-DROIT-lee
adroitness, əˈdrɔɪt nɪs ,uh-DROIT-nis
adulation, ˌædʒ əˈleɪ ʃən ,aj-uh-LEY-shuhn
adulatory," ˌædjʊˈleɪtərɪ, ˈædjʊˌleɪtərɪ ",
adult," əˈdʌlt, ˈæd ʌlt ","uh-DUHLT,AD-uhlt"
adulterate," əˈdʌl təˌreɪt, əˈdʌl tər ɪt, -təˌreɪt ","uh-DUHL-tuh-reyt,uh-DUHL-ter-it, -tuh-reyt"
adulteration, əˌdʌl təˈreɪ ʃən ,uh-duhl-tuh-REY-shuhn
adulterer, əˈdʌl tər ər ,uh-DUHL-ter-er
adulterous, əˈdʌl tər əs ,uh-DUHL-ter-uhs
adultery, əˈdʌl tə ri ,uh-DUHL-tuh-ree
adulthood, əˈdʌlt hʊd ,uh-DUHLT-hood
adulting," əˈdʌlt ɪŋ, ˈæd ʌlt ɪŋ ","uh-DUHLT-ing,AD-uhlt-ing"
advance," ædˈvæns, -ˈvɑns ","ad-VANS, -VAHNS"
advanced," ædˈvænst, -ˈvɑnst ","ad-VANST, -VAHNST"
advancement," ædˈvæns mənt, -ˈvɑns- ","ad-VANS-muhnt, -VAHNS-"
advances, ədˈvɑːnsɪz ,
advantage," ædˈvæn tɪdʒ, -ˈvɑn- ","ad-VAN-tij, -VAHN-"
advantaged, ædˈvæn tɪdʒd ,ad-VAN-tijd
advantageous, ˌæd vənˈteɪ dʒəs ,ad-vuhn-TEY-juhs
advent, ˈæd vɛnt ,AD-vent
adventist," ˈæd vɛn tɪst, ædˈvɛn- ","AD-ven-tist, ad-VEN-"
adventitious, ˌæd vənˈtɪʃ əs ,ad-vuhn-TISH-uhs
adventure, ædˈvɛn tʃər ,ad-VEN-cher
adventurer, ædˈvɛn tʃər ər ,ad-VEN-cher-er
adventuresome, ædˈvɛn tʃər səm ,ad-VEN-cher-suhm
adventuress, ædˈvɛn tʃər ɪs ,ad-VEN-cher-is
adventurous, ædˈvɛn tʃər əs ,ad-VEN-cher-uhs
adverb, ˈæd vɜrb ,AD-vurb
adversarial, ˌædvɜːˈsɛərɪəl ,
adversary, ˈæd vərˌsɛr i ,AD-ver-ser-ee
adverse," ædˈvɜrs, ˈæd vɜrs ","ad-VURS,AD-vurs"
adversely, ædˈvɜrs li ,ad-VURS-lee
adversity, ædˈvɜr sɪ ti ,ad-VUR-si-tee
advert, ædˈvɜrt ,ad-VURT
advertise," ˈæd vərˌtaɪz, ˌæd vərˈtaɪz ","AD-ver-tahyz, ad-ver-TAHYZ"
advertisement," ˌæd vərˈtaɪz mənt, ædˈvɜr tɪs mənt, -tɪz- ","ad-ver-TAHYZ-muhnt, ad-VUR-tis-muhnt, -tiz-"
advertiser, ˈæd vərˌtaɪ zər ,AD-ver-tahy-zer
advertising, ˈæd vərˌtaɪ zɪŋ ,AD-ver-tahy-zing
advice, ædˈvaɪs ,ad-VAHYS
advisable, ædˈvaɪ zə bəl ,ad-VAHY-zuh-buhl
advise, ædˈvaɪz ,ad-VAHYZ
advised, ædˈvaɪzd ,ad-VAHYZD
advisedly, ædˈvaɪ zɪd li ,ad-VAHY-zid-lee
adviser, ædˈvaɪ zər ,ad-VAHY-zer
advisory, ædˈvaɪ zə ri ,ad-VAHY-zuh-ree
advocacy, ˈæd və kə si ,AD-vuh-kuh-see
advocate," ˈæd vəˌkeɪt, ˈæd və kɪt, -ˌkeɪt ","AD-vuh-keyt,AD-vuh-kit, -keyt"
adze, ædz ,adz
ae, eɪ ,ey
aeaea, iˈi ə ,ee-EE-uh
aedes, eɪˈi diz ,ey-EE-deez
aegean, ɪˈdʒi ən ,ih-JEE-uhn
aegis, ˈi dʒɪs ,EE-jis
aegyptopithecus," ɪˌdʒɪp toʊˈpɪθ ɪ kəs, -pəˈθi kəs ","ih-jip-toh-PITH-i-kuhs, -puh-THEE-kuhs"
aeneas, ɪˈni əs ,ih-NEE-uhs
aeneid, ɪˈni ɪd ,ih-NEE-id
aeolus, ˈi ə ləs ,EE-uh-luhs
aerate," ˈɛər eɪt, ˈeɪ əˌreɪt ","AIR-eyt,EY-uh-reyt"
aerial," ˈɛər i əl, eɪˈɪər i əl, ˈɛər i əl ","AIR-ee-uhl, ey-EER-ee-uhl,AIR-ee-uhl"
aerie," ˈɛər i, ˈɪər i ","AIR-ee,EER-ee"
aero, ˈɛər oʊ ,AIR-oh
aerobatic, ˌɛər əˈbæt ɪk ,air-uh-BAT-ik
aerobic," ɛəˈroʊ-, əˈroʊ bɪk ","ai-ROH-,uh-ROH-bik"
aerobics, əˈroʊ bɪks ,uh-ROH-biks
aerodynamic, ˌɛər oʊ daɪˈnæm ɪk ,air-oh-dahy-NAM-ik
aerodynamics, ˌɛər oʊ daɪˈnæm ɪks ,air-oh-dahy-NAM-iks
aerogel, ˈɛər əˌdʒɛl ,AIR-uh-jel
aeronaut," ˈɛər əˌnɔt, -ˌnɒt ","AIR-uh-nawt, -not"
aeronautical," ˌɛər əˈnɔ tɪ kəl, -ˈnɒt ɪ kəl ","air-uh-NAW-ti-kuhl, -NOT-i-kuhl"
aeronautics," ˌɛər əˈnɔ tɪks, -ˈnɒt ɪks ","air-uh-NAW-tiks, -NOT-iks"
aeroplane, ˈɛər əˌpleɪn ,AIR-uh-pleyn
aerosol," ˈɛər əˌsɔl, -ˌsɒl ","AIR-uh-sawl, -sol"
aerospace, ˈɛər oʊˌspeɪs ,AIR-oh-speys
aeschylus," ˈɛs kə ləs, ˈi skə- ","ES-kuh-luhs,EE-skuh-"
aesculapius," ˌɛs kyəˈleɪ pi əs, ˌi skə- ","es-kyuh-LEY-pee-uhs, ee-skuh-"
aesop," ˈi səp, ˈi sɒp ","EE-suhp,EE-sop"
aesthete," ˈɛs θit, ˈis- ","ES-theet,EES-"
aesthetic," ɛsˈθɛt ɪk, is- ","es-THET-ik, ees-"
aesthetically," ɛsˈθɛt ɪk li, is- ","es-THET-ik-lee, ees-"
aesthetician," ˌɛs θɪˈtɪʃ ən, ˌis- ","es-thi-TISH-uhn, ees-"
aestheticism," ɛsˈθɛt əˌsɪz əm, is- ","es-THET-uh-siz-uhm, ees-"
aesthetics," ɛsˈθɛt ɪks, is- ","es-THET-iks, ees-"
aethalium, iˈθeɪ li əm ,ee-THEY-lee-uhm
aether, ˈi θər ,EE-ther
aetna, ˈɛtnə ,
afar, əˈfɑr ,uh-FAHR
affability, ˌæf əˈbɪl ɪ ti ,af-uh-BIL-i-tee
affable, ˈæf ə bəl ,AF-uh-buhl
affair, əˈfɛər ,uh-FAIR
affairs, əˈfɛəz ,
affect," əˈfɛkt, ˈæf ɛkt ","uh-FEKT,AF-ekt"
affectation, ˌæf ɛkˈteɪ ʃən ,af-ek-TEY-shuhn
affected, əˈfɛk tɪd ,uh-FEK-tid
affecting, əˈfɛk tɪŋ ,uh-FEK-ting
affection, əˈfɛk ʃən ,uh-FEK-shuhn
affectionate, əˈfɛk ʃə nɪt ,uh-FEK-shuh-nit
affectionately, əˈfɛk ʃə nɪt li ,uh-FEK-shuh-nit-lee
affective, ˈæf ɛk tɪv ,AF-ek-tiv
affectless, ˈæf ɛkt lɪs ,AF-ekt-lis
affidavit, ˌæf ɪˈdeɪ vɪt ,af-i-DEY-vit
affiliate," əˈfɪl iˌeɪt, əˈfɪl i ɪt, -ˌeɪt ","uh-FIL-ee-eyt,uh-FIL-ee-it, -eyt"
affiliated, əˈfɪl iˌeɪ tɪd ,uh-FIL-ee-ey-tid
affiliation, əˌfɪl iˈeɪ ʃən ,uh-fil-ee-EY-shuhn
affinity, əˈfɪn ɪ ti ,uh-FIN-i-tee
affirm, əˈfɜrm ,uh-FURM
affirmation, ˌæf ərˈmeɪ ʃən ,af-er-MEY-shuhn
affirmative, əˈfɜr mə tɪv ,uh-FUR-muh-tiv
affirmed, əˈfɜrmd ,uh-FURMD
affix," əˈfɪks, ˈæf ɪks ","uh-FIKS,AF-iks"
afflatus, əˈfleɪ təs ,uh-FLEY-tuhs
afflict, əˈflɪkt ,uh-FLIKT
afflicted, əˈflɪk tɪd ,uh-FLIK-tid
afflicting, əˈflɪktɪŋ ,
affliction, əˈflɪk ʃən ,uh-FLIK-shuhn
afflictive, əˈflɪk tɪv ,uh-FLIK-tiv
affluence," ˈæf lu əns, əˈflu- ","AF-loo-uhns,uh-FLOO-"
affluent," ˈæf lu ənt, əˈflu- ","AF-loo-uhnt,uh-FLOO-"
afford, əˈfɔrd ,uh-FAWRD
affordability, əˌfɔrd əˈbɪl ɪ ti ,uh-fawrd-uh-BIL-i-tee
affordable, əˈfɔr də bəl ,uh-FAWR-duh-buhl
afforded, əˈfɔr dɪd ,uh-FAWR-did
afforestation, æˌfɔr ɪstˈeɪ ʃən ,a-fawr-ist-AY-shuhn
affright, əˈfraɪt ,uh-FRAHYT
affront, əˈfrʌnt ,uh-FRUHNT
afghan," ˈæf gæn, -gən ","AF-gan, -guhn"
afghanistan, æfˈgæn əˌstæn ,af-GAN-uh-stan
aficionado," əˌfɪʃ yəˈnɑ doʊ, ɑˌfi θyɔˈnɑ ðɔ, ɑˌfi syɔ- ","uh-fish-yuh-NAH-doh, ah-fee-thyaw-NAH-thaw, ah-fee-syaw-"
afield, əˈfild ,uh-FEELD
afire, əˈfaɪər ,uh-FAHYUHR
aflame, əˈfleɪm ,uh-FLEYM
afloat, əˈfloʊt ,uh-FLOHT
afoot, əˈfʊt ,uh-FOOT
afore," əˈfɔr, əˈfoʊr ","uh-FAWR,uh-FOHR"
aforementioned," əˈfɔrˌmɛn ʃənd, əˈfoʊr-, əˌfɔrˈmɛn ʃənd, əˌfoʊr- ","uh-FAWR-men-shuhnd,uh-FOHR-,uh-fawr-MEN-shuhnd,uh-fohr-"
aforesaid," əˈfɔrˌsɛd, əˈfoʊr- ","uh-FAWR-sed,uh-FOHR-"
aforethought," əˈfɔrˌθɔt, əˈfoʊr- ","uh-FAWR-thawt,uh-FOHR-"
afoul, əˈfaʊl ,uh-FOUL
afraid, əˈfreɪd ,uh-FREYD
afresh, əˈfrɛʃ ,uh-FRESH
afric, ˈæf rɪk ,AF-rik
africa, ˈæf rɪ kə ,AF-ri-kuh
african, ˈæf rɪ kən ,AF-ri-kuhn
africanism, ˈæf rɪ kəˌnɪz əm ,AF-ri-kuh-niz-uhm
africanist, ˈæf rɪ kə nɪst ,AF-ri-kuh-nist
afrikaans," ˌæf rɪˈkɑns, -ˈkɑnz ","af-ri-KAHNS, -KAHNZ"
afrikaner," ˌæf rɪˈkɑ nər, -ˈkæn ər ","af-ri-KAH-ner, -KAN-er"
afro, ˈæf roʊ ,AF-roh
aft," æft, ɑft ","aft, ahft"
after," ˈæf tər, ˈɑf- ","AF-ter,AHF-"
aftereffect," ˈæf tər ɪˌfɛkt, ˈɑf- ","AF-ter-i-fekt,AHF-"
afterglow," ˈæf tərˌgloʊ, ˈɑf- ","AF-ter-gloh,AHF-"
afterlife," ˈæf tərˌlaɪf, ˈɑf- ","AF-ter-lahyf,AHF-"
aftermarket," ˈæf tərˌmɑr kɪt, ˈɑf- ","AF-ter-mahr-kit,AHF-"
aftermath," ˈæf tərˌmæθ, ˈɑf- ","AF-ter-math,AHF-"
afternoon," ˌæf tərˈnun, ˌɑf-, ˈæf tərˈnun, ˈɑf-, ˌæf-, ˌɑf- ","af-ter-NOON, ahf-,AF-ter-NOON,AHF-, af-, ahf-"
afternoons," ˌæf tərˈnunz, ˌɑf- ","af-ter-NOONZ, ahf-"
afterschool," ˈæf tərˌskul, ˈɑf- ","AF-ter-skool,AHF-"
aftershave," ˈæf tərˌʃeɪv, ˈɑf- ","AF-ter-sheyv,AHF-"
aftersun, ˈɑːftəˌsʌn ,
aftertaste," ˈæf tərˌteɪst, ˈɑf- ","AF-ter-teyst,AHF-"
afterthought," ˈæf tərˌθɔt, ˈɑf- ","AF-ter-thawt,AHF-"
afterward," ˈæf tər wərd, ˈɑf- ","AF-ter-werd,AHF-"
afterwards, ˈɑːftəwədz ,
afterword," ˈæf tərˌwɜrd, ˈɑf- ","AF-ter-wurd,AHF-"
ag, æg ,ag
aga, ˈɑ gə ,AH-guh
again," əˈgɛn, əˈgeɪn ","uh-GEN,uh-GEYN"
against," əˈgɛnst, əˈgeɪnst ","uh-GENST,uh-GEYNST"
agamemnon," ˌæg əˈmɛm nɒn, -nən ","ag-uh-MEM-non, -nuhn"
agape," əˈgeɪp, əˈgæp ","uh-GEYP,uh-GAP"
agar," ˈɑ gɑr, ˈæg ər ","AH-gahr,AG-er"
agassi, ˈæɡəsɪ ,
agassiz," ˈæg ə si, a gaˈsi ","AG-uh-see,a-ga-SEE"
agata, ˈæg ə tə ,AG-uh-tuh
agatha, ˈæg ə θə ,AG-uh-thuh
agathocles, əˈgæθ əˌkliz ,uh-GATH-uh-kleez
agave," əˈgɑ vi, əˈgeɪ- ","uh-GAH-vee,uh-GEY-"
age, eɪdʒ ,eyj
aged," ˈeɪ dʒɪd, eɪdʒd ","EY-jid, eyjd"
agee, əˈdʒi ,uh-JEE
ageing, ˈeɪ dʒɪŋ ,EY-jing
ageism, ˈeɪ dʒɪz əm ,EY-jiz-uhm
ageless, ˈeɪdʒ lɪs ,EYJ-lis
agena, əˈdʒi nə ,uh-JEE-nuh
agency, ˈeɪ dʒən si ,EY-juhn-see
agenda, əˈdʒɛn də ,uh-JEN-duh
agent, ˈeɪ dʒənt ,EY-juhnt
agentic," əˈdʒɛnt ɪk, eɪ- ","uh-JENT-ik, ay-"
aggie, ˈæg i ,AG-ee
agglomeration, əˌglɒm əˈreɪ ʃən ,uh-glom-uh-REY-shuhn
aggrandize," əˈgræn daɪz, ˈæg rənˌdaɪz ","uh-GRAN-dahyz,AG-ruhn-dahyz"
aggrandizement, əˈgræn dɪz mənt ,uh-GRAN-diz-muhnt
aggravate, ˈæg rəˌveɪt ,AG-ruh-veyt
aggravated, ˈæg rəˌveɪ tɪd ,AG-ruh-vey-tid
aggravating, ˈæg rəˌveɪ tɪŋ ,AG-ruh-vey-ting
aggravation, ˌæg rəˈveɪ ʃən ,ag-ruh-VEY-shuhn
aggregate," ˈæg rɪ gɪt, -ˌgeɪt, ˈæg rɪˌgeɪt ","AG-ri-git, -geyt,AG-ri-geyt"
aggregation, ˌæg rɪˈgeɪ ʃən ,ag-ri-GEY-shuhn
aggregator, ˈæg rɪˌgeɪ tər ,AG-ri-gey-ter
aggression, əˈgrɛʃ ən ,uh-GRESH-uhn
aggressive, əˈgrɛs ɪv ,uh-GRES-iv
aggressively, əˈgrɛs ɪv li ,uh-GRES-iv-lee
aggressor, əˈgrɛs ər ,uh-GRES-er
aggrieved, əˈgrivd ,uh-GREEVD
agha, ˈɑ gə ,AH-guh
aghast," əˈgæst, əˈgɑst ","uh-GAST,uh-GAHST"
agile," ˈædʒ əl, -aɪl ","AJ-uhl, -ahyl"
agility, əˈdʒɪl ɪ ti ,uh-JIL-i-tee
agin, əˈgɪn ,uh-GIN
aging, ˈeɪ dʒɪŋ ,EY-jing
agita, ˈædʒ ɪ tə ,AJ-i-tuh
agitate, ˈædʒ ɪˌteɪt ,AJ-i-teyt
agitated, ˈædʒ ɪˌteɪ tɪd ,AJ-i-tey-tid
agitation, ˌædʒ ɪˈteɪ ʃən ,aj-i-TEY-shuhn
agitator, ˈædʒ ɪˌteɪ tər ,AJ-i-tey-ter
aglaia," əˈgleɪ ə, əˈglaɪ ə ","uh-GLEY-uh,uh-GLAHY-uh"
aglitter, əˈglɪt ər ,uh-GLIT-er
aglow, ə gloʊ ,uh-gloh
agnes, ˈæg nɪs ,AG-nis
agnew," ˈæg nu, -nyu ","AG-noo, -nyoo"
agnostic, ægˈnɒs tɪk ,ag-NOS-tik
ago, əˈgoʊ ,uh-GOH
agog, əˈgɒg ,uh-GOG
agon," ˈæg oʊn, -ɒn, ɑˈgoʊn ","AG-ohn, -on, ah-GOHN"
agonist, ˈæg ə nɪst ,AG-uh-nist
agonize, ˈæg əˌnaɪz ,AG-uh-nahyz
agonized, ˈæg əˌnaɪzd ,AG-uh-nahyzd
agonizing, ˈæg əˌnaɪ zɪŋ ,AG-uh-nahy-zing
agony, ˈæg ə ni ,AG-uh-nee
agoraphobia," ˌæg ər əˈfoʊ bi ə, əˌgɔr‐ ","ag-er-uh-FOH-bee-uh,uh-gawr‐"
agoraphobic, ˌæg ər əˈfoʊ bɪk ,ag-er-uh-FOH-bik
agouti, əˈgu ti ,uh-GOO-tee
agrarian, əˈgrɛər i ən ,uh-GRAIR-ee-uhn
agree, əˈgri ,uh-GREE
agreeable, əˈgri ə bəl ,uh-GREE-uh-buhl
agreed, əˈgrid ,uh-GREED
agreement, əˈgri mənt ,uh-GREE-muhnt
agribusiness, ˈæg rəˌbɪz nɪs ,AG-ruh-biz-nis
agriculture, ˈæg rɪˌkʌl tʃər ,AG-ri-kuhl-cher
agrigento, ˌɑ griˈdʒɛn tɔ ,ah-gree-JEN-taw
agrippa, əˈgrɪp ə ,uh-GRIP-uh
agronomist, əˈgrɒn ə mɪst ,uh-GRON-uh-mist
agua, ˈɑg wə ,AHG-wuh
ague, ˈeɪ gyu ,EY-gyoo
ah, ɑ ,ah
aha," ɑˈhɑ, əˈhɑ ","ah-HAH,uh-HAH"
ahab, ˈeɪ hæb ,EY-hab
ahead, əˈhɛd ,uh-HED
ahem," əˈhɛm, hɛm ","uh-HEM, hem"
ahimaaz, əˈhɪm eɪˌæz ,uh-HIM-ey-az
ahistorical," ˌeɪ hɪˈstɔr ɪ kəl, -ˈstɒr ɪ kəl ","ey-hi-STAWR-i-kuhl, -STOR-i-kuhl"
ahmedabad, ˌɑ məd ɑˈbɑd ,ah-muhd-ah-BAHD
ahold, əˈhoʊld ,uh-HOHLD
ahoy, əˈhɔɪ ,uh-HOI
ai, ˈeɪˈaɪ ,EY-AHY
aid, eɪd ,eyd
aida, ɑˈi də ,ah-EE-duh
aidan, ˈeɪdən ,
aide, eɪd ,eyd
aidos, ˈaɪ dɒs ,AHY-dos
aids, eɪdz ,eydz
aiken, ˈeɪ kən ,EY-kuhn
aikido," aɪˈki doʊ, ˈaɪ kiˌdɔ ","ahy-KEE-doh,AHY-kee-daw"
ail, eɪl ,eyl
aileen," eɪˈlin, aɪˈlin ","ey-LEEN, ahy-LEEN"
ailey, ˈeɪ li ,EY-lee
ailing, ˈeɪ lɪŋ ,EY-ling
ailment, ˈeɪl mənt ,EYL-muhnt
ails, eɪlz ,eylz
aim, eɪm ,eym
aimee, ˈeɪ mi ,EY-mee
aimless, ˈeɪm lɪs ,EYM-lis
aimlessly, ˈeɪm lɪs li ,EYM-lis-lee
ain, eɪn ,eyn
aint, eɪnt ,eynt
ainu, ˈaɪ nu ,AHY-noo
aioli," aɪˈoʊ li, eɪˈoʊ-, a yɔˈli ","ahy-OH-lee, ey-OH-,a-yaw-LEE"
air, ɛər ,air
airbag, ˈɛərˌbæg ,AIR-bag
airborne," ˈɛərˌbɔrn, -ˌboʊrn ","AIR-bawrn, -bohrn"
airbrush, ˈɛərˌbrʌʃ ,AIR-bruhsh
airbus, ˈɛərˌbʌs ,AIR-buhs
aircraft," ˈɛərˌkræft, -ˌkrɑft ","AIR-kraft, -krahft"
aircrew, ˈɛərˌkru ,AIR-kroo
airdrome, ˈɛərˌdroʊm ,AIR-drohm
airdrop, ˈɛərˌdrɒp ,AIR-drop
aire, ɛə ,
airfield, ˈɛərˌfild ,AIR-feeld
airflow, ˈɛərˌfloʊ ,AIR-floh
airily, ˈɛər ə li ,AIR-uh-lee
airing, ˈɛər ɪŋ ,AIR-ing
airless, ˈɛər lɪs ,AIR-lis
airlift, ˈɛərˌlɪft ,AIR-lift
airline, ˈɛərˌlaɪn ,AIR-lahyn
airlock, ˈɛəˌlɒk ,
airmail, ˈɛərˌmeɪl ,AIR-meyl
airman, ˈɛər mən ,AIR-muhn
airplane, ˈɛərˌpleɪn ,AIR-pleyn
airplay, ˈɛərˌpleɪ ,AIR-pley
airport," ˈɛərˌpɔrt, -ˌpoʊrt ","AIR-pawrt, -pohrt"
airs, ɛəz ,
airship, ˈɛərˌʃɪp ,AIR-ship
airsick, ˈɛərˌsɪk ,AIR-sik
airspace, ˈɛəˌspeɪs ,
airstrip, ˈɛərˌstrɪp ,AIR-strip
airtight, ˈɛərˌtaɪt ,AIR-tahyt
airtime, ˈɛərˌtaɪm ,AIR-tahym
airwaves, ˈɛərˌweɪvz ,AIR-weyvz
airway, ˈɛərˌweɪ ,AIR-wey
airy, ˈɛər i ,AIR-ee
aisha," ˈɑ iˌʃɑ, ɑˈi ʃə ","AH-ee-shah, ah-EE-shuh"
aisle, aɪl ,ahyl
aitch, eɪtʃ ,eych
aitken, ˈeɪt kən ,EYT-kuhn
ajar, əˈdʒɑr ,uh-JAHR
ajax, ˈeɪ dʒæks ,EY-jaks
aka, ˈeɪˈkeɪˈeɪ ,EY-KEY-EY
akbar, ˈæk bɑr ,AK-bahr
akeley, ˈeɪk li ,EYK-lee
akihito," ˌɑ kɪˈhi toʊ, ɑˈki hiˌtɔ ","ah-ki-HEE-toh, ah-KEE-hee-taw"
akil, ɑˈkil ,ah-KEEL
akimbo, əˈkɪm boʊ ,uh-KIM-boh
akin, əˈkɪn ,uh-KIN
akins, ˈeɪ kɪnz ,EY-kinz
akita, əˈki tə ,uh-KEE-tuh
akkad," ˈæk æd, ˈɑ kɑd ","AK-ad,AH-kahd"
akron, ˈæk rən ,AK-ruhn
akrotiri, ˌæk roʊˈtɪər i ,ak-roh-TEER-ee
al, ɑl ,ahl
ala, ˈeɪ lə ,EY-luh
alabama, ˌæl əˈbæm ə ,al-uh-BAM-uh
alabamian, ˌæləˈbæmɪən ,
alabaster," ˈæl əˌbæs tər, -ˌbɑ stər ","AL-uh-bas-ter, -bah-ster"
alacrity, əˈlæk rɪ ti ,uh-LAK-ri-tee
aladdin, əˈlæd n ,uh-LAD-n
alameda, ˌæl əˈmeɪ də ,al-uh-MEY-duh
alamo," ˈæl əˌmoʊ, ˈɑ lə- ","AL-uh-moh,AH-luh-"
alamogordo, ˌæl ə məˈgɔr doʊ ,al-uh-muh-GAWR-doh
